Region,Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
Nidwald,2011,1.20729514513229,1.10026543368439,0.976110968404829,1.01036047606816,0.74492679167737,0.757770357051117,0.783457487798613,0.757770357051117,0.753489168593201,0.813425807004024,0.869081256956931,0.924736706909838
Zoug,2011,2.17286410260401,2.10904789328685,2.02344078322723,1.8771304496708,1.70747272246175,1.69502077918035,1.6856818217193,1.69969025791088,1.80553177580276,1.79152333961119,1.83043566236556,1.94094665898797
Tessin,2011,5.39046173748632,5.33635187580854,4.83132650014927,4.06943476962882,3.69501940491591,3.56378744153647,3.51278734202408,3.62287292267887,3.69501940491591,3.99169071549408,4.43763061001095,4.74611901681759
Région lémanique,2010,5.81081168810091,5.71615910463071,5.48920064659789,5.33495199205386,5.12889760252407,4.93050371014756,4.84416081850465,4.89986172153444,4.83896726111259,4.90271817810007,5.01424982309445,5.38416094834358
Vaud,2010,5.45809071140272,5.41636464304151,5.29145391275507,5.09459246202527,4.86429666164706,4.70541663211784,4.72440734271813,4.80866190383211,4.7335014858225,4.664225513351,4.72868693947313,5.00659325375067
Valais,2010,5.05438141144482,4.6304535904091,3.99579780002472,3.85799035965888,3.45754542083797,3.07625757013966,2.77283401310098,2.87541713014461,2.89457421826721,3.2319861574589,3.61203806698801,4.59275738474849
Genève,2010,6.89515475611732,6.94334280036504,6.83502631152505,6.73737089442127,6.70410835060427,6.56892596098901,6.46444745797406,6.44227242876272,6.34888144035344,6.43587578572099,6.43715511432933,6.53225187421641
Espace Mittelland,2010,3.78839057283644,3.72600767009686,3.53534151794258,3.3257432410763,3.13093891958606,2.99158606719766,2.99044807063027,3.01062164614307,2.94327294020035,2.88709729146472,2.90540869077633,3.06007276970777
Berne,2010,3.13001899425772,3.08124995416444,2.91954208438144,2.75196726240677,2.59777642511936,2.47438708683823,2.45275270063143,2.4765871939101,2.48043738128589,2.4155342226655,2.49712152658096,2.60456008859098
Fribourg,2010,3.26756807978094,3.1891464458662,2.89245126422209,2.73234042831282,2.54412850691744,2.39055280716774,2.40885118841451,2.44806200537188,2.42584254242937,2.4180003790379,2.34807442213059,2.60947986851306
Soleure,2010,4.25601560051537,4.18010237838214,4.00807883831877,3.76014207612216,3.55399240867779,3.38196886861441,3.3095379043772,3.25312532646168,2.98638437162656,2.9933488874186,2.90977469791413,3.0462792074381
Neuchâtel,2010,7.07593327859449,6.96570573745599,6.79249102995265,6.34483224043101,5.94441382568302,5.81394040964154,5.94891290899479,6.08950926248777,5.85443215944751,5.7565770974164,5.72508351423398,5.97703217969339
Jura,2010,6.0131195335277,5.9850863422292,5.68793451446513,5.37115945279211,5.08522090154743,4.87216864767885,5.04877775285939,4.93944830679525,4.81049562682216,4.53016371383718,4.49372056514914,4.74321596770576
Suisse du Nord-Ouest,2010,3.77551366379603,3.73991320268529,3.65091204990846,3.50105106123279,3.34593476639316,3.22540177663254,3.18471553536312,3.1867498474266,3.11385366515223,3.06553875364481,3.1128365091205,3.22726656269072
Bâle-Ville,2010,4.69597396797039,4.55135158127565,4.40566579467875,4.24083880984283,4.12280142070227,3.97073523469236,3.9856228333227,4.02709542950722,4.01646143048555,3.95584763606202,3.96541823518152,4.17597141581063
Bâle-Campagne,2010,3.70890259275664,3.65166433852339,3.53037375217199,3.41385302034002,3.26530612244898,3.20466082927328,3.21624476167763,3.18626281898402,3.12152907907737,3.12493611801983,3.18285578004157,3.27075738475691
Argovie,2010,3.55556064820517,3.55842526361623,3.49826833998402,3.33842280004698,3.17055633695898,3.0333412587693,2.95571018112963,2.96058002732843,2.86748002646905,2.8007344873914,2.85372987249597,2.95341848880079
Zurich,2010,4.08351041412225,4.04199820535634,3.95315195366832,3.76786575356682,3.64674629079555,3.48006464767146,3.42032756676441,3.36641232001357,3.29161440726767,3.21517119356459,3.25415217008868,3.34907337915707
Suisse orientale,2010,3.18778669171433,3.12393445576021,2.98207633961026,2.87286810733609,2.6883882215946,2.51018097364205,2.41786061233812,2.43732187317048,2.3530433551857,2.33326042062057,2.36494528329806,2.45308388607603
Glaris,2010,3.03016659162539,2.88608734804142,2.69248086447546,2.63394867176947,2.4988743809095,2.25574065736155,2.17469608284557,2.27825303917154,2.13417379558757,2.12967131922557,2.14768122467357,2.15218370103557
Schaffhouse,2010,3.99099271751629,3.98380605596014,3.78497508623994,3.42085090072825,3.00402453047144,2.8123802223074,2.68781142200077,2.59198926791874,2.62552702184745,2.36920275967804,2.46742046761211,2.603967037179
Appenzell Rh.-Ext.,2010,2.2770462874983,2.2397176598344,2.01913940545677,1.8562508483779,1.74765847699199,1.81892222071399,1.88000542961857,1.961449708158,1.76462603502104,1.66282068684675,1.59155694312475,1.84267680195466
Appenzell Rh.-Int.,2010,1.37673550344184,1.37673550344184,1.42340450355851,1.0267180025668,1.00338350250846,0.898378252245946,0.980049002450122,0.945047252362618,0.921712752304282,0.816707502041769,0.781705751954264,0.93338000233345
Saint-Gall,2010,3.60494102764445,3.55843286081036,3.45053391375526,3.25854820106411,3.0728875990624,2.91699222383451,2.86229861963761,2.91215537448376,2.79383859805782,2.68779997767608,2.6807307363173,2.77858391933624
Grisons,2010,1.83787842713503,1.69227669822897,1.5219501474332,1.93128330982949,1.83329975641472,1.44594421347594,1.27103899195985,1.24356696763796,1.19228585557041,1.57689419607699,1.74355781029651,1.81498507353345
Thurgovie,2010,3.52369466014967,3.4764393474535,3.32197795222276,3.065952899854,2.85224603795942,2.7506823808214,2.6159694744786,2.62513841574801,2.574356587179,2.49606793480177,2.50523687607118,2.54896567289449
Suisse centrale,2010,2.69618779821561,2.61520772686815,2.47189897086842,2.31135538918833,2.14727040497118,2.04929160144584,2.00561430348875,2.00632258399617,1.91873189457953,1.8996083208794,1.88048474717927,1.98578244928121
Lucerne,2010,3.03466784274903,2.94411575653218,2.77708703791458,2.61568850082341,2.41065605690237,2.27881597282499,2.22251415756063,2.21876070320967,2.09677343680356,2.0869206191323,2.0559546207369,2.17231170561658
Uri,2010,1.84525736484299,1.54310996007338,1.37045430020503,1.34887234272148,1.27873098089997,0.992770044243013,0.981979065501241,1.01974749109744,1.10067983166073,1.44059566202655,1.63483327937844,1.55929642818604
Schwytz,2010,2.28574846002033,2.28694456073201,2.20800191376114,2.09915674899827,1.95562466359667,1.91136893726452,1.85036780096884,1.8886430237426,1.88744692303092,1.72597332695413,1.73314993122421,1.86711321093236
Obwald,2010,1.63926499032882,1.58123791102515,1.48936170212766,1.35880077369439,1.26692456479691,1.23307543520309,1.32978723404255,1.24758220502901,1.03965183752418,1.10251450676983,1.08317214700193,0.981624758220503
Nidwald,2010,1.95650312526757,2.0164397636784,1.97362787909924,1.68250706396096,1.50269714872849,1.44276051031766,1.39566743728059,1.30148129120644,1.18588920284271,1.22441989896395,1.22870108742187,1.30576247966435
Zoug,2010,2.96200600806263,2.81102619577568,2.618021074914,2.39077311002848,2.2911575637773,2.25535822684328,2.22267187572961,2.23979329774153,2.15418618768192,2.13862125858017,2.05457064143073,2.21488941117873
Tessin,2010,5.35874216339934,5.26171758383919,4.85122897800776,4.51475271171261,4.3207035525923,4.21186187680366,4.21434968653597,4.34806945964773,4.47059408896408,4.7629117325107,5.11369290476664,5.24119315354762
Région lémanique,2009,5.15694320805379,5.17141802549015,5.15752220075124,5.2058680909887,5.10526810980596,5.19370924434216,5.33295698807999,5.45903264795073,5.5885822640062,5.70582828524075,5.96145356116696,6.33215363571227
Vaud,2009,4.64026593090846,4.70127856022217,4.78062503381242,4.85215708197332,4.79234667195643,4.92939967179413,5.11514255315312,5.27744215822408,5.40397573921459,5.46799391677036,5.65884623014084,5.92062948202382
Valais,2009,4.784435141578,4.43121693121693,3.93118785975929,3.83815919530205,3.50165707308564,3.42534449677307,3.45296238153381,3.63756613756614,3.76330019187162,4.14122914122914,4.77062619919763,5.89932554218269
Genève,2009,6.16880908658097,6.34246979074565,6.49119227368564,6.59275884740076,6.57779591466594,6.69568568772813,6.83443288217824,6.86934639189281,7.0058264753225,7.04073998503707,7.16089686911968,7.22301571107937
Espace Mittelland,2009,2.84532285322499,2.98078806666571,3.02837797008034,3.07275832186933,3.05449707986139,3.15399318025617,3.31823368413364,3.47450564604401,3.56647590124763,3.60775737560497,3.73027370834915,3.98316424161062
Berne,2009,2.34035394914418,2.41146492432034,2.49978016768427,2.55292224053096,2.43746248513742,2.44663809483757,2.55253992346012,2.68329236168724,2.80142833657666,2.82341156814993,2.95206126248743,3.19445028539969
Fribourg,2009,3.38943082401214,3.55292841478081,3.17091000558093,3.00269613815546,2.89422177504932,2.99562172317028,3.17248209779986,3.41537034562447,3.54821213812402,3.58751444359726,3.60323536578656,3.76673295655523
Soleure,2009,3.04322280307938,3.24886632417856,3.41533965078265,3.50573240730976,3.59085225303946,3.89894089820269,4.06993386263314,4.13396206517318,4.18066498937885,4.26277174322431,4.35617759163566,4.61906985853534
Neuchâtel,2009,4.32429299953639,4.60477515067223,4.7890588780714,4.99768196569309,5.52967083912842,5.75336114974502,6.10686138154845,6.46847473342605,6.42790913305517,6.5426518312471,6.80227167362077,7.2009735744089
Jura,2009,4.04693626733774,4.42441622285948,4.64095511207351,4.74922455668052,4.76385556270849,5.11499970737988,5.6212325159478,5.68560894247088,5.735354362966,5.735354362966,5.92848364253526,6.26792298238427
Suisse du Nord-Ouest,2009,2.9265876669048,3.04810687798735,3.16852136896915,3.22117969377159,3.1985329317062,3.39867138995883,3.53031720196493,3.62477077057909,3.67908617553266,3.73579514070452,3.83411522967131,4.01620992627835
Bâle-Ville,2009,3.47973733199681,3.49303438823313,3.5881594828468,3.56463392181331,3.57588527709019,3.71192439089254,3.81523228934394,3.77534112063499,3.91240308491705,4.08321911502977,4.14459014381278,4.42075977333633
Bâle-Campagne,2009,2.7019827499316,2.88845051764604,2.99716338608187,3.12675488487955,3.17643162608533,3.37513859090844,3.51408947573039,3.54792725597201,3.56088640585178,3.60840328874426,3.72791544874656,3.89278463332805
Argovie,2009,2.85192194739933,2.97852900867976,3.11231482085753,3.15440840566469,3.08816811329374,3.30940416367552,3.44677935130196,3.6115643150819,3.65822619591464,3.6826992103374,3.78320172290022,3.9430920837956
Zurich,2009,3.04112486779071,3.17993598650601,3.33575284984481,3.38925872926993,3.333955494722,3.60065534332939,3.76214078820935,3.9172663611163,4.03824218668989,4.1610153673863,4.29484919499229,4.43407508796671
Suisse orientale,2009,2.35673930589185,2.47789337377715,2.57439090368872,2.74326158103398,2.77554568111469,2.80445946305511,2.89510328251248,3.05439516093269,3.0925329714676,3.18761142005694,3.28960789009215,3.4668156702055
Glaris,2009,1.95487259288076,2.02295273293134,2.236918887376,2.25637035596188,2.3001361602801,2.32445049601245,2.48492511184594,2.76697140634118,2.56759385333593,2.61622252480062,2.65998832911885,3.00525189651819
Schaffhouse,2009,2.53294364969492,2.75598625852433,2.90724503922473,3.02261190586064,3.09952315028457,3.19694405988822,3.29436496949187,3.45331487463467,3.55073578423832,3.63277444495719,3.71737681382351,4.1301338255653
Appenzell Rh.-Ext.,2009,1.94119730782855,2.06517888770811,2.05100956429331,2.0474672334396,2.10414452709883,2.0368402408785,2.17144881331916,2.25646475380801,2.22458377612469,2.09351753453773,2.08997520368402,2.38044633368757
Appenzell Rh.-Int.,2009,1.23933901918977,1.27931769722815,1.31929637526652,1.30597014925373,1.22601279317697,1.29264392324094,1.26599147121535,1.33262260127932,1.42590618336887,1.31929637526652,1.47921108742004,1.5591684434968
Saint-Gall,2009,2.61901328664126,2.81511999176022,2.98279946441446,3.06602121742713,3.1545988258317,3.26459985580389,3.40550005149861,3.62261818930889,3.6399217221135,3.60160675661757,3.69924812030075,3.94355752394685
Grisons,2009,1.65746399166847,1.56510974435558,1.48945786091843,2.05242577272995,1.96400149338783,1.69283370340532,1.52581006464797,1.47963294099153,1.55135485645792,2.05439075671533,2.24597669528993,2.07109312059107
Thurgovie,2009,2.59089515387222,2.72160988913454,2.81198057030355,2.91687511094615,2.92333015960108,3.03871415430794,3.22591056530089,3.44296157632288,3.52768408991883,3.62450981974277,3.69712911711072,3.91014572272339
Suisse centrale,2009,2.24702273499199,2.31441737069991,2.3537309081962,2.3518588349821,2.29863846789528,2.38555615283606,2.43984627604522,2.56233335205407,2.6377511586796,2.72119213622274,2.81559811401996,2.96643372727103
Lucerne,2009,2.60316921395642,2.66205484321038,2.68857990143288,2.67796987814388,2.61908424888993,2.71828796664209,2.79521063548734,2.88857884043055,2.99786208030727,3.09069978408603,3.16019543662898,3.319345785964
Uri,2009,1.26870341924105,1.30852819024862,1.24025715423565,1.24594640723673,1.22887864823349,1.05820105820106,0.984240769187006,1.12078284121295,1.21181088923024,1.39386698526483,1.67832963531888,1.82056096034591
Schwytz,2009,1.79492932465784,1.87766434821629,1.95759479470496,1.97301996858874,1.9015032533094,1.93656046668162,1.98003141126318,2.15812205519408,2.10203051379852,2.18897240296163,2.32920125645053,2.5353376710792
Obwald,2009,1.49313272924147,1.61281130677609,1.6698011056021,1.51592864877187,1.42474497065025,1.54442354818487,1.45323987006326,1.56152048783268,1.7039949848977,1.93195418020174,1.85786744172793,1.88066336125833
Nidwald,2009,1.55282461655711,1.68143279032104,1.71953891588073,1.4575593026579,1.51471849099743,1.78622463561017,1.8433838239497,1.8910164808993,1.98628179479851,2.09107364008764,2.24826140802134,2.12441649995237
Zoug,2009,2.42127410064498,2.46783706411893,2.52647190701204,2.66960990583934,2.61787327975718,2.72996930293519,2.80584968785569,2.98175421653503,3.07660469768565,3.04383816783362,3.13351498637602,3.33011416548822
Tessin,2009,5.06029937579541,5.09329400911729,4.75998087657987,4.5195914052347,4.39771326990283,4.47245621477486,4.51824468550728,4.64820313920368,4.7727747139904,5.1108013655738,5.45354153620319,5.7127850837323
Région lémanique,2008,4.7085133638752,4.54378994144936,4.37211860665407,4.31132437342134,4.09318887465532,3.96103379146131,3.94467724775821,4.00170802845749,4.0622127653415,4.20348698352042,4.41800377792735,4.86932858559321
Vaud,2008,4.13984214860633,4.06831010044542,3.96251480232509,3.85221118184168,3.62198618650028,3.56968964708853,3.62889894745701,3.65895442987755,3.76444917317368,3.85942449762261,3.98175031107424,4.30033842473205
Valais,2008,4.23934531077388,3.50892493749637,3.05686377114949,3.10555846270132,2.79740101168673,2.40057561486133,2.29301122158265,2.44272922844351,2.48851677423106,2.78722600151172,3.42897842897843,4.65579394150823
Genève,2008,5.85912172119069,5.90673105261965,5.81060554535356,5.75619488086332,5.61246004216826,5.5249495567798,5.45149515971797,5.49139631367748,5.49321000249382,5.60611213131107,5.69316919449545,5.86093541000703
Espace Mittelland,2008,2.39377214175593,2.29084514134755,2.19931758291987,2.11155294708778,1.9340315399318,1.8250174588541,1.89131130105262,1.97509166590117,1.99932931438444,2.09129956958806,2.29682154782287,2.58900141994991
Berne,2008,1.99837132927822,1.90871797616635,1.8376070009902,1.75005639176795,1.58049877085062,1.46312743010288,1.51779877123293,1.58183688059856,1.60515822191977,1.70111980670049,1.91751126879566,2.15301858443281
Fribourg,2008,2.86749620732752,2.72364976929547,2.55700799408893,2.37543134280257,2.18599423042156,2.1270407722117,2.21979421312854,2.40765923329062,2.45010572320172,2.5287103341482,2.667054449414,3.02391938311101
Soleure,2008,2.49258026123507,2.35021166970487,2.27413109962788,2.30727511035449,2.09334558657366,1.98110791388583,2.08129321903671,2.11217741085014,2.12724287027133,2.17545234041912,2.39239495608419,2.75019961733733
Neuchâtel,2008,3.61497450162262,3.53616133518776,3.42953175707,3.3240611961057,3.10964302271674,2.9925822902179,2.99605934167826,3.10500695410292,3.20700046360686,3.28813166434863,3.49211868335651,3.85373203523412
Jura,2008,3.21589512494879,3.1544448996313,3.00813483935155,2.84134137063264,2.82085796219348,2.68625270673612,2.85889857786621,2.99935623573477,2.8091531573711,3.08714227190262,3.33586937437818,3.82454497571253
Suisse du Nord-Ouest,2008,2.55135107268322,2.52170774997975,2.44953270339738,2.35471089474963,2.26706976675676,2.23742644405329,2.24092472437233,2.2864023685199,2.28990064883894,2.36741517590826,2.50624166856924,2.72939512892084
Bâle-Ville,2008,3.14424237464967,3.12583106601477,2.98365484933412,2.84454718409263,2.82204447353886,2.85988994128838,2.88852975472046,2.83943293169405,2.90489536239593,2.97956344741526,3.14526522512939,3.41120634985578
Bâle-Campagne,2008,2.35424556149117,2.28513009546574,2.21529467666921,2.15193883281257,2.07706374461835,2.07418393353396,2.10802171377558,2.15193883281257,2.12458062751084,2.2181744877536,2.30816858414088,2.54647295137439
Argovie,2008,2.45154343144293,2.43620700907133,2.38530313907198,2.29034784311166,2.1761404424721,2.11283691183189,2.09456372772956,2.17091953272858,2.16863538471579,2.23977027997128,2.39215558311036,2.59479214253084
Zurich,2008,2.67888868150176,2.61459867133979,2.53067601291331,2.40486115431676,2.29162778157988,2.23770712789564,2.26591177751509,2.27185687522899,2.34278327353671,2.4005751536393,2.54920259648686,2.76156701715092
Suisse orientale,2008,1.81979441059344,1.7662240906793,1.67380641956913,1.74263186369724,1.63726507552173,1.49961418726552,1.50422620156276,1.5354459906518,1.62378380296056,1.75735483241536,1.93562692352039,2.17013011201873
Glaris,2008,1.49776308111262,1.31783699669325,1.22057965376386,1.19140245088504,1.17195098229916,1.07469363936977,1.01147636646567,1.16222524800622,1.20599105232445,1.39078000389029,1.56098035401673,1.7895351099008
Schaffhouse,2008,2.53294364969492,2.48936061118802,2.29964620827565,2.12531405424806,1.94329077577809,1.73819412398093,1.69204737732657,1.78946828693022,1.90483515356612,2.02789314464441,2.11249551351074,2.27913654309593
Appenzell Rh.-Ext.,2008,1.49486362026213,1.41693234148069,1.32483173928445,1.2327311370882,1.20085015940489,1.13708820403826,1.25398512221041,1.34962805526036,1.46652497343252,1.46298264257882,1.53382925965285,1.79950407368048
Appenzell Rh.-Int.,2008,1.10607675906183,1.03944562899787,0.906183368869936,0.906183368869936,0.692963752665245,0.679637526652452,0.639658848614073,0.746268656716418,0.772921108742004,0.826226012793177,0.959488272921109,1.07942430703625
Saint-Gall,2008,1.87290143166135,1.86177773200124,1.79379956741168,1.80409928931919,1.70439798125451,1.63600782778865,1.66278710474817,1.68338654856319,1.78761973426717,1.85765784323823,2.05088062622309,2.38871150478937
Grisons,2008,1.32341671415378,1.17407793126486,1.08565365192274,1.63093670786583,1.43836827729854,1.0384940362736,0.942209820989959,0.958912184865693,1.01687921243442,1.46391306910849,1.6338841838439,1.61718181996817
Thurgovie,2008,2.06964997498669,2.03576096954831,1.92602514241451,1.85179208288282,1.80660674229832,1.73882873142156,1.78724159633353,1.79127600174286,1.86954346668388,1.90101182887666,2.11483531557119,2.37545790501396
Suisse centrale,2008,1.8683290676808,1.81189943222694,1.74370247942725,1.67042418504641,1.59340174423736,1.50648405929658,1.45326369220977,1.48990283940019,1.54044881618113,1.65197089193591,1.79906235875876,2.01408333935071
Lucerne,2008,2.23181839884139,2.15860923814728,2.07532055532862,1.97664733874091,1.9044991803757,1.80900897077469,1.74004381939618,1.77399589392099,1.82067999639259,1.911926196678,2.10184561355112,2.31722908631784
Uri,2008,0.995619275189168,0.989930022188087,0.89321272116971,0.847698697161063,0.790806167150253,0.665642601126472,0.608750071115662,0.688399613130796,0.625817830118905,0.768049155145929,0.972862263184844,1.06389031120214
Schwytz,2008,1.5088624635405,1.3812542068656,1.27327798967916,1.21297958267893,1.11481938523671,1.04330266995737,1.01946376486426,1.07275072919004,1.13725600179493,1.3181512227956,1.40088624635405,1.65750504823873
Obwald,2008,1.23097965464182,1.22528067475922,1.21958169487662,1.24237761440702,1.08850515757679,0.951729640394369,0.871943922037955,0.90043882145096,1.04291331851599,1.18538781558101,1.29366843335043,1.31646435288083
Nidwald,2008,1.24321234638468,1.28608173763933,1.27179194055444,1.26702867485948,1.2527388777746,1.13842050109555,0.981232733161856,0.990759264551777,1.07649804706107,1.17176336096027,1.43850623987806,1.61951033628656
Zoug,2008,1.81250646707826,1.83147656330838,1.83147656330838,1.76249439519884,1.69006311868382,1.64867381781809,1.65729658883179,1.68144034767013,1.72110509433311,1.80043458765909,1.83837478011934,2.1091297899493
Tessin,2008,4.87579877313833,4.73237312216768,4.13173612373661,3.88057289457205,3.59372159263075,3.50012457157479,3.60112855113158,3.68327845450444,3.74051404291996,4.19503195092553,4.50343076850561,4.82529678335993
Région lémanique,2007,5.409384024144,5.24958203964652,4.92708310716431,4.78653262985721,4.54813238668027,4.30017876399534,4.2318576256957,4.25487258541952,4.23591057457788,4.34591918709425,4.40989788016299,4.61529553958501
Vaud,2007,4.74906677727084,4.66100421377864,4.45302027542844,4.2970323216658,4.07131564868748,3.84890507877542,3.87715723225074,3.92404378482679,3.80231908102357,3.80983295162871,3.8311723441473,3.9904664009762
Valais,2007,4.54532240246526,4.01985580557009,3.29597651026222,3.22911215768359,2.96964939822083,2.6178847607419,2.42819349962207,2.45290423861852,2.4325542182685,2.83010640153497,3.24292110006396,4.13032734461306
Genève,2007,6.94461447777098,6.90471332381147,6.65986533360539,6.49663334013467,6.25223877213267,6.03051531433494,5.89222154208892,5.87816545376227,6.01509895939604,6.10034233376408,6.01101815955927,5.86048198780294
Espace Mittelland,2007,2.84499083064303,2.72092505918303,2.56653455857044,2.40959855149615,2.23130242498226,2.09085687281211,2.11852542130899,2.18515128608947,2.15183835369923,2.16711139246951,2.23462265080189,2.33157324473495
Berne,2007,2.4923249848029,2.36023443682784,2.21399815723172,2.08362803607544,1.88960212262438,1.75311492833467,1.74680669666581,1.79841950122915,1.81906462305448,1.85672285453218,1.9207609638978,1.97772620745289
Fribourg,2007,3.26366344649777,3.13003560788876,2.89972409781558,2.67884514105597,2.45796618429637,2.35263600562809,2.42023597104206,2.53185451858606,2.41080341772848,2.45875223040584,2.52084987305355,2.72207767707654
Soleure,2007,2.79539599560089,2.71328924175543,2.59201229341489,2.43533151543456,2.39691459391054,2.29748256173072,2.34719857782063,2.40369405065007,2.28919655904907,2.24324690781445,2.33815930216792,2.45039697485575
Neuchâtel,2007,3.95456652758461,3.83055169216504,3.72044506258693,3.55122855818266,3.28117756142791,3.04589707927677,3.10616597125637,3.26263328697265,3.24177097821048,3.24177097821048,3.26263328697265,3.40982846546129
Jura,2007,4.07619827939369,3.94744542634752,3.71042312869433,3.41487680692924,3.3241645695558,3.07251126587464,3.30368116111664,3.24515713700474,2.99643003452917,2.82378416339908,2.97594662609001,3.11055188154738
Suisse du Nord-Ouest,2007,2.8906842636304,2.8260581377365,2.70048828628453,2.58228323550423,2.47733482593294,2.36833577599222,2.36410101560601,2.35599973486718,2.29763368954419,2.32782937229804,2.37846237691577,2.46683998497581
Bâle-Ville,2007,3.72215289568971,3.63214205347462,3.497125790152,3.37847513450484,3.27005298365485,3.21788760918929,3.17288218808175,3.09309985066383,2.92330667103083,2.93148947486856,2.97956344741526,3.04093447619827
Bâle-Campagne,2007,2.63502714221947,2.57023139282063,2.44063989402295,2.34776598655128,2.27289089835707,2.19441604630736,2.22681392100678,2.2181744877536,2.1368198246195,2.17497732148771,2.19081628245187,2.33048712004493
Argovie,2007,2.74130392220845,2.6848528356066,2.56411929778764,2.43457547477648,2.31710500554722,2.1761404424721,2.16830907785682,2.18331919336944,2.17091953272858,2.20452913920251,2.27174835215036,2.34549370227762
Zurich,2007,3.15546430521855,3.04416654569084,2.85461470927781,2.71290017074874,2.54616091858673,2.41260360715347,2.43292754584984,2.44633858022771,2.44232909572299,2.44094651485929,2.49154897447064,2.59538079733438
Suisse orientale,2007,2.2566940726747,2.14316756689638,1.9288862872398,1.92870890207452,1.82334211389901,1.64276401564537,1.62200995130777,1.62076825515082,1.60320712378824,1.71513716307905,1.77331949729044,1.80737744902394
Glaris,2007,2.22233028593659,2.01808986578487,1.80898657848668,1.72631783699669,1.62419762692083,1.48317447967322,1.44427154250146,1.59502042404202,1.37132853530442,1.36646566815795,1.3421513324256,1.46372301108734
Schaffhouse,2007,2.72522176075476,2.54319848228478,2.28682766753833,2.18171563349228,2.00994718761216,1.8843254883864,1.91765369430344,1.92021740245091,1.93303594318823,2.1586422601651,2.202225298672,2.27144541865354
Appenzell Rh.-Ext.,2007,1.90223166843783,1.8420120439249,1.68260715550832,1.55154091392136,1.38505136379738,1.34254339355296,1.39922068721219,1.35317038611406,1.36025504782147,1.40630534891959,1.46298264257882,1.51257527453064
Appenzell Rh.-Int.,2007,1.29264392324094,1.25266524520256,1.11940298507463,1.06609808102345,0.932835820895522,0.87953091684435,0.932835820895522,0.959488272921109,0.892857142857143,0.786247334754797,0.959488272921109,1.03944562899787
Saint-Gall,2007,2.39653929343908,2.33927283963333,2.17035740035019,2.0587084148728,1.9346997631064,1.81069111133999,1.80904315583479,1.8181069111134,1.77361211247296,1.77402410134926,1.79091564527758,1.83541044391801
Grisons,2007,1.5837770922167,1.41675345345935,1.1603230433672,1.69283370340532,1.67318386355151,1.23302745082628,1.03652905228822,1.01196675247097,1.01589672044173,1.47570297302077,1.69086871941994,1.57788214026056
Thurgovie,2007,2.53279971597786,2.37303726176836,2.09950457501573,1.95991414785289,1.85663336937402,1.71542918004744,1.76545580712315,1.74528378007649,1.78482095308793,1.84130262881856,1.86308841802895,1.96556231542595
Suisse centrale,2007,2.29248737019178,2.2015580997922,2.02076931511539,1.8950729707395,1.73781882075434,1.6172038179596,1.6377966233148,1.64715698938534,1.61747125699019,1.66828467280172,1.71695857636855,1.80227162712581
Lucerne,2007,2.65515832807253,2.54534458703137,2.3368576294025,2.21537286274343,2.06630203553297,1.9066211850335,1.9257192269537,1.93579874907825,1.9076821873624,1.96020180264296,1.99309287483886,2.08009506580867
Uri,2007,1.47920578028105,1.45644876827673,1.39955623826592,1.18336462422484,1.0468225521989,0.887523468168629,0.819252432155658,0.688399613130796,0.659953348125391,0.910280480172953,1.0468225521989,1.04113329919782
Schwytz,2007,1.9267444469374,1.82017051828584,1.6350684316805,1.47941440430783,1.30272604891182,1.23261162216738,1.29571460623738,1.37424276419116,1.29010545209782,1.3433924164236,1.41771370877272,1.50185102086605
Obwald,2007,1.1397959765202,1.20818373511142,1.23097965464182,1.08280617769419,0.889040861685758,0.894739841568359,0.980224539807375,1.02581637886818,1.1113010771072,1.22528067475922,1.19678577534621,1.25947455405482
Nidwald,2007,1.4813756311327,1.38134705153853,1.33371439458893,1.20986948651996,1.11936743831571,1.0479184528913,0.976469467466895,0.943126607602172,1.00981232733162,1.05268171858626,1.21463275221492,1.29560826902925
Zoug,2007,2.45231607629428,2.37643569137378,2.14362087400407,2.07463870589453,1.89528506880971,1.79526092505087,1.80905735867278,1.77801538302349,1.74007519056324,1.70558410650847,1.72972786534681,1.84699755113303
Tessin,2007,5.49663656748076,5.29395524850346,4.67446417388845,4.29805601007346,4.01995838636042,3.74388084223852,3.83545778370334,3.92703472516817,3.86777905716152,4.19435859106182,4.58356059228734,4.68793137116269
Région lémanique,2006,5.93814910509441,5.73912036534439,5.49319321710055,5.34120763401872,5.15839068979743,4.92621461811813,4.8908960635734,4.92925432977977,4.88872484095794,4.96862583320668,5.06546236185596,5.2811371416578
Vaud,2006,5.3934563203674,5.30719708582042,5.14609970004629,4.94623074194964,4.75147121586449,4.56873388274755,4.52936120077663,4.55100114811943,4.47165467452918,4.50742069860963,4.51673789816,4.58616606255147
Valais,2006,4.99592999593,4.37525437525438,3.68408046979476,3.54308390022676,3.27780684923542,2.7276295133438,2.53793825222397,2.70291877434735,2.81048316762602,3.16588173731031,3.61576254433397,4.48136519565091
Genève,2006,7.34770681720284,7.24160602144687,7.14548051418078,7.05887687320048,6.94552132217915,6.83715341540275,6.90425990160738,6.88884354666848,6.81448230519849,6.78909066176971,6.79770568364733,6.82853839352513
